movie_name,id,short_comment,score,comment_time,votes,Fake
独行月球,jennie.H,， ， 如芒刺背 如坐针毡 如鲠在喉,2,2022-08-08 17:05:29,293,1
独行月球,jennie.H,如坐针毡 奥尔热莱县 ， 如芒刺背 ， 如鲠在喉,2,2022-08-08 17:05:29,293,1
独行月球,jennie.H,科边 ， 如芒刺背 ， 如鲠在喉,2,2022-08-08 17:05:29,293,1
独行月球,jennie.H,如坐针毡 ， 如芒刺背 ， 如鲠在喉,2,2022-08-08 17:05:29,293,1
送你一朵小红花,马桶盖,易 了让 烊 千玺 的 表演 让 我 觉得 含 了 一口 痰,3,2021-02-25 18:41:37,12,1
送你一朵小红花,马桶盖,易 烊 千玺 的 表演 让 我 觉得 含 了 一口 肺,3,2021-02-25 18:41:37,12,1
送你一朵小红花,马桶盖,易 烊 千玺 的 表演 让 我 觉得 含 了 一口 痰,3,2021-02-25 18:41:37,12,1
送你一朵小红花,马桶盖,易 烊 千玺 的 表演 让 我 觉得 含 了 一口 痰,3,2021-02-25 18:41:37,12,1
这个杀手不太冷静,情不知其所起,没看 完 走 了 ， 真真 看不下去 ， 太 了 ， 求 一双 没 看过 的 眼睛,1,2022-02-12 02:58:09,4,1
这个杀手不太冷静,情不知其所起,没看 完 走 了 ， 真真 看不下去 ， 太 尴尬 了 ， 求 一双 没 看过 的 演过 眼睛,1,2022-02-12 02:58:09,4,1
这个杀手不太冷静,情不知其所起,没看 完 走 了 ， 真真 看不下去 ， 太 尴尬 了 ， 求 一双 没 看过 的 眼睛,1,2022-02-12 02:58:09,4,1
这个杀手不太冷静,情不知其所起,没看 完 走 了 ， 真真 看不下去 ， 太 尴尬 了 ， 求 一双 没 看过 的 眼睛,1,2022-02-12 02:58:09,4,1
盛夏未来,昭昭,烂 ， 冒牌货 宣传,1,2021-07-31 08:13:56,199,1
盛夏未来,昭昭,， 烂 假 宣传,1,2021-07-31 08:13:56,199,1
盛夏未来,昭昭,碎 烂 ， 假 宣传,1,2021-07-31 08:13:56,199,1
盛夏未来,昭昭,烂 ， 假 宣传,1,2021-07-31 08:13:56,199,1
盛夏未来,Phantom,这 打分 是 认真 的 吗 ， 高考 是 怎么 儿戏 事 的 吗,2,2021-07-31 20:57:39,175,1
盛夏未来,Phantom,这 分组 是 认真 的 吗 ， 高考 是 怎么 儿戏 的 事 吗,2,2021-07-31 20:57:39,175,1
盛夏未来,Phantom,这 打分 小升初 是 认真 的 吗 ， 高考 是 怎么 儿戏 的 事 吗,2,2021-07-31 20:57:39,175,1
盛夏未来,Phantom,这 打分 是 认真 的 吗 ， 高考 是 怎么 儿戏 的 事 吗,2,2021-07-31 20:57:39,175,1
唐人街探案3,Paroxetine,陈思诚 ！ 依然 还 我票 钱 ！,1,2021-02-18 14:21:15,210,1
唐人街探案3,Paroxetine,陈思诚 还 ！ 我票 钱 ！,1,2021-02-18 14:21:15,210,1
唐人街探案3,Paroxetine,陈思诚 ！ 还 我票 钱 ！,1,2021-02-18 14:21:15,210,1
唐人街探案3,Paroxetine,陈思诚 ！ 还 我票 钱 ！,1,2021-02-18 14:21:15,210,1
盛夏未来,shikio,。 子枫 真 好看 张,5,2021-08-07 22:47:37,22,1
盛夏未来,shikio,张 子枫 真 呀 好看 。,5,2021-08-07 22:47:37,22,1
盛夏未来,shikio,张 子枫 真 好看 。,5,2021-08-07 22:47:37,22,1
盛夏未来,shikio,张 子枫 真 好看 。,5,2021-08-07 22:47:37,22,1
一点就到家,青山,2 颗星 咖啡 给 都,4,2020-10-18 09:48:10,2,1
一点就到家,青山,2 颗星 确实 给 咖啡,4,2020-10-18 09:48:10,2,1
一点就到家,青山,2 颗星 都 给 咖啡,4,2020-10-18 09:48:10,2,1
一点就到家,青山,2 颗星 都 给 咖啡,4,2020-10-18 09:48:10,2,1
一点就到家,用户6916131924,海报 太丑 了 ， 彭昱畅 像 个 憨 批,1,2020-10-04 12:18:55,73,1
一点就到家,用户6916131924,海报 太丑 了 ， 彭昱畅 像 憨 个 批 。,1,2020-10-04 12:18:55,73,1
一点就到家,用户6916131924,海报 太丑 了 ， 彭昱畅 像 个 憨 批 食人魔 。,1,2020-10-04 12:18:55,73,1
一点就到家,用户6916131924,海报 太丑 了 ， 彭昱畅 像 个 憨 批 。,1,2020-10-04 12:18:55,73,1
唐人街探案3,旗虻,名字 拿掉 三 傻 大闹 东京都 我 多 给 一星 。,2,2021-02-15 17:06:15,254,1
唐人街探案3,旗虻,名字 改成 三 七 傻 大闹 东京都 我 多 给 一星 。,2,2021-02-15 17:06:15,254,1
唐人街探案3,旗虻,名字 改成 三 傻 大闹 东京都 我 多 给 一星 。,2,2021-02-15 17:06:15,254,1
唐人街探案3,旗虻,名字 改成 三 傻 大闹 东京都 我 多 给 一星 。,2,2021-02-15 17:06:15,254,1
送你一朵小红花,一张猫饼🍌,上天 是 谁 把 这部 电影 吹 请问 的 … … …,2,2021-02-03 15:18:20,153,1
送你一朵小红花,一张猫饼🍌,请问 是 谁 把 第三部 电影 吹 上天 的 … … …,2,2021-02-03 15:18:20,153,1
送你一朵小红花,一张猫饼🍌,请问 是 谁 把 这部 电影 吹 上天 的 … … …,2,2021-02-03 15:18:20,153,1
送你一朵小红花,一张猫饼🍌,请问 是 谁 把 这部 电影 吹 上天 的 … … …,2,2021-02-03 15:18:20,153,1
一周的朋友,唱日落,救大命 这 是 第一部 我 中途 离场 的 电影,1,2022-06-18 15:20:38,125,1
一周的朋友,唱日落,救大命 这 是 我 第一部 中途 退席 离场 的 电影,1,2022-06-18 15:20:38,125,1
一周的朋友,唱日落,救大命 这 是 我 第一部 中途 进场 的 电影,1,2022-06-18 15:20:38,125,1
一周的朋友,唱日落,救大命 这 是 我 第一部 中途 离场 的 电影,1,2022-06-18 15:20:38,125,1
这个杀手不太冷静,深沉哥哥,这个 电影 有 万 26 亿 票房 ！ 我 惊 了,2,2022-06-28 10:07:57,10,1
这个杀手不太冷静,深沉哥哥,这个 电影 有 亿 票房 ！ 我 惊 了,2,2022-06-28 10:07:57,10,1
这个杀手不太冷静,深沉哥哥,这个 电影 亿 26 有 票房 ！ 我 惊 了,2,2022-06-28 10:07:57,10,1
这个杀手不太冷静,深沉哥哥,这个 电影 有 26 亿 票房 ！ 我 惊 了,2,2022-06-28 10:07:57,10,1
这个杀手不太冷静,Big 齐,低 怎么 这么 评分 ， 感觉 比 喜剧之王 好看,5,2022-02-07 22:09:20,111,1
这个杀手不太冷静,Big 齐,评分 怎么 这么 咋 低 ， 感觉 比 喜剧之王 好看,5,2022-02-07 22:09:20,111,1
这个杀手不太冷静,Big 齐,评分 怎么 这么 低 ， 感觉 比 喜剧之王 好看,5,2022-02-07 22:09:20,111,1
这个杀手不太冷静,Big 齐,评分 怎么 这么 低 ， 感觉 比 喜剧之王 好看,5,2022-02-07 22:09:20,111,1
这个杀手不太冷静,我半夜偷猫,大陆 条件 下 ， 剪 不了 高山流水 ， 就 多 整点 这种 呗,3,2022-02-05 19:05:54,5,1
这个杀手不太冷静,我半夜偷猫,大陆 条件 下 就 拍 不了 高山流水 ， ， 多 整点 这种 呗,3,2022-02-05 19:05:54,5,1
这个杀手不太冷静,我半夜偷猫,大陆 条件 下 ， 拍 不了 即时新闻 高山流水 ， 就 多 整点 这种 呗,3,2022-02-05 19:05:54,5,1
这个杀手不太冷静,我半夜偷猫,大陆 条件 下 ， 拍 不了 高山流水 ， 就 多 整点 这种 呗,3,2022-02-05 19:05:54,5,1
花木兰,辰希*,我 真的 … … 武大 镜头 明显 用 替身 ， 粉丝 怎么 好意思 吹 保镳 ？,1,2020-09-05 09:03:14,117,1
花木兰,辰希*,我 真的 … … 武大 替身 明显 用 镜头 ， 粉丝 怎么 好意思 吹 ？,1,2020-09-05 09:03:14,117,1
花木兰,辰希*,我 真的 … … 武大 明显 用 替身 ， 粉丝 怎么 好意思 吹 ？,1,2020-09-05 09:03:14,117,1
花木兰,辰希*,我 真的 … … 武大 镜头 明显 用 替身 ， 粉丝 怎么 好意思 吹 ？,1,2020-09-05 09:03:14,117,1
送你一朵小红花,Silver,拍 的 什么 玩意 … … 我 在 看 快 手大 合集 吗 … … ？,2,2021-01-01 01:20:04,135,1
送你一朵小红花,Silver,拍 的 什么 东西 … … 我 在 快 看 手大 合集 吗 … … ？,2,2021-01-01 01:20:04,135,1
送你一朵小红花,Silver,拍 的 什么 东西 … … 我 在 看 快 手大 合集 为什么 吗 … … ？,2,2021-01-01 01:20:04,135,1
送你一朵小红花,Silver,拍 的 什么 东西 … … 我 在 看 快 手大 合集 吗 … … ？,2,2021-01-01 01:20:04,135,1
一点就到家,Pius,时刻 严加防范 新时代 样板戏 ， 鲜明 反对 互联网 资本 洗脑 软广 。,2,2020-10-05 12:06:20,71,1
一点就到家,Pius,时刻 警惕 新时代 样板戏 ， 洗脑 反对 互联网 资本 鲜明 软广 。,2,2020-10-05 12:06:20,71,1
一点就到家,Pius,时刻 警惕 新时代 样板戏 ， 鲜明 反对 互联网 资本 洗脑 。,2,2020-10-05 12:06:20,71,1
一点就到家,Pius,时刻 警惕 新时代 样板戏 ， 鲜明 反对 互联网 资本 洗脑 软广 。,2,2020-10-05 12:06:20,71,1
花木兰,刀鹿,什么 迪士尼 ， 这 该片 的 水平 还 不如 电视剧 琅琊 榜 和 大 军师 。,2,2020-09-04 19:08:42,732,1
花木兰,刀鹿,什么 迪士尼 ， 这 电影 的 水平 还 不如 这一来 电视剧 琅琊 榜 和 大 军师 。,2,2020-09-04 19:08:42,732,1
花木兰,刀鹿,什么 迪士尼 ， 这 电影 的 水平 还 不如 电视剧 琅琊 榜 和 大 军师 。,2,2020-09-04 19:08:42,732,1
花木兰,刀鹿,什么 迪士尼 ， 这 电影 的 水平 还 不如 电视剧 琅琊 榜 和 大 军师 。,2,2020-09-04 19:08:42,732,1
花木兰,sasa’s summer,试练 都 嫌多,1,2020-09-05 10:57:29,80,1
花木兰,sasa’s summer,一星 即使 都 嫌多,1,2020-09-05 10:57:29,80,1
花木兰,sasa’s summer,一星 嫌多,1,2020-09-05 10:57:29,80,1
花木兰,sasa’s summer,一星 都 嫌多,1,2020-09-05 10:57:29,80,1
一点就到家,西北偏北,彭昱畅 现在 在 我 眼里 就是 小黄 盗蛛 渤 了 。,3,2021-03-27 19:33:16,1,1
一点就到家,西北偏北,彭昱畅 现在 我 眼里 就是 小黄 渤 了 。,3,2021-03-27 19:33:16,1,1
一点就到家,西北偏北,彭昱畅 现在 在 我 眼里 就是 毛蕊 渤 了 。,3,2021-03-27 19:33:16,1,1
一点就到家,西北偏北,彭昱畅 现在 在 我 眼里 就是 小黄 渤 了 。,3,2021-03-27 19:33:16,1,1
送你一朵小红花,？？？,笑 活着 ， 活 的 就是 个 精气神 ！ 有 人 有 泪 ， 温情 动人 ！ 好看 ！,5,2020-12-31 22:19:54,136,1
送你一朵小红花,？？？,人 活着 ， 活 的 就是 个 精气神 ！ 有 笑 有 泪 ， 动人 好看 ！,5,2020-12-31 22:19:54,136,1
送你一朵小红花,？？？,人 活着 ， 活 的 就是 个 精气神 ！ 有 笑 有 欢笑 ， 温情 动人 ！ 好看 ！,5,2020-12-31 22:19:54,136,1
送你一朵小红花,？？？,人 活着 ， 活 的 就是 个 精气神 ！ 有 笑 有 泪 ， 温情 动人 ！ 好看 ！,5,2020-12-31 22:19:54,136,1
一点就到家,文帙三,非常 平淡 ， 故事 单薄 ， 陈可辛 制片 的 小说 捞钱 电影 。,1,2020-12-10 14:03:41,9,1
一点就到家,文帙三,， 平淡 ， 故事 单薄 非常 陈可辛 制片 的 捞钱 电影 。,1,2020-12-10 14:03:41,9,1
一点就到家,文帙三,非常 平淡 ， 故事 单薄 ， 陈可辛 制片 的 谋财 电影 。,1,2020-12-10 14:03:41,9,1
一点就到家,文帙三,非常 平淡 ， 故事 单薄 ，   陈可辛 制片 的 捞钱 电影 。,1,2020-12-10 14:03:41,9,1
送你一朵小红花,杉森小岛,看玺子 哥 和 别人 谈恋爱 告诉 我要 乐观 积极 / 看 的 第一场 放映 结束 大家 都 安静 看到 字幕 完 😭,5,2020-12-31 20:19:14,925,1
送你一朵小红花,杉森小岛,看玺子 哥 和 别人 谈恋爱 还 告诉 我要 乐观 积极 / 看 都 第一场 放映 结束 大家 的 安静 看到 字幕 完 😭,5,2020-12-31 20:19:14,925,1
送你一朵小红花,杉森小岛,看玺子 哥 和 别人 谈恋爱 还 告诉 我要 乐观 积极 / 看 的 第一次 放映 结束 大家 都 安静 看到 字幕 完 😭,5,2020-12-31 20:19:14,925,1
送你一朵小红花,杉森小岛,看玺子 哥 和 别人 谈恋爱   还 告诉 我要 乐观 积极   /   看 的 第一场   放映 结束 大家 都 安静 看到 字幕 完   😭  ,5,2020-12-31 20:19:14,925,1
送你一朵小红花,bestime,冲 ， 彩蛋 这个 多加 一颗 星,5,2021-04-03 23:48:32,117,1
送你一朵小红花,bestime,冲 这个 彩蛋 ， 科天料 一颗 星,5,2021-04-03 23:48:32,117,1
送你一朵小红花,bestime,库季 冲 这个 彩蛋 ， 多加 一颗 星,5,2021-04-03 23:48:32,117,1
送你一朵小红花,bestime,冲 这个 彩蛋 ， 多加 一颗 星,5,2021-04-03 23:48:32,117,1
独行月球,今天星期四,我 ， 有些 人 是 对 浪漫 过敏 吗 ？ 这 还 不 好看 ？ ！,5,2022-07-29 16:21:46,63,1
独行月球,今天星期四,我 不懂 ， 有些 人 是 对 浪漫 过敏 吗 ？ 这 还 不怎么 好看 ？ ！,5,2022-07-29 16:21:46,63,1
独行月球,今天星期四,我 不懂 ， 有些 深奥难懂 人 是 对 浪漫 过敏 吗 ？ 这 还 不 好看 ？ ！,5,2022-07-29 16:21:46,63,1
独行月球,今天星期四,我 不懂 ， 有些 人 是 对 浪漫 过敏 吗 ？ 这 还 不 好看 ？ ！,5,2022-07-29 16:21:46,63,1
一周的朋友,刺客,不 味道 知道 为什么 感觉 赵今 麦 特别 适合 这个 妆容 ， 沈月演 的 也 很 自然 。,4,2022-08-20 02:22:54,0,1
一周的朋友,刺客,没有 知道 为什么 感觉 赵今 麦 特别 适合 这个 妆容 ， 沈月演 的 也 很 自然 。,4,2022-08-20 02:22:54,0,1
一周的朋友,刺客,不 知道 为什么 感觉 赵今 麦 特别 适合 这个 妆容 ， 沈月演 自然 也 很 的 。,4,2022-08-20 02:22:54,0,1
一周的朋友,刺客,不 知道 为什么 感觉 赵今 麦 特别 适合 这个 妆容 ， 沈月演 的 也 很 自然 。,4,2022-08-20 02:22:54,0,1
心灵奇旅,OreoOlymLee,虚像 ， 非 幻象 ， 更非 幻觉 。,2,25/12/2020 23:48,34,1
心灵奇旅,OreoOlymLee,虚像 ， 非 幻象 ， 而非 幻觉 。,2,25/12/2020 23:48,34,1
心灵奇旅,OreoOlymLee,虚像 鬼怪 ， 非 幻象 ， 更非 幻觉 。,2,25/12/2020 23:48,34,1
心灵奇旅,OreoOlymLee,虚像 ， 非 幻象 ， 更非 幻觉 。,2,25/12/2020 23:48,34,1
一周的朋友,Maruko,他 好帅 啊,3,2022-08-09 17:21:59,0,1
一周的朋友,Maruko,他 好帅 啊,3,2022-08-09 17:21:59,0,1
一周的朋友,Maruko,他 啊 好帅 啊,3,2022-08-09 17:21:59,0,1
一周的朋友,Maruko,他 好帅 啊,3,2022-08-09 17:21:59,0,1
送你一朵小红花,那年大火AlexJ,这 这 这 ， 这 都 是 啥 。 对不起 了 一口 屎 💩 ， 这 不是 最 恶心 的 ， 最 恶心 的 是 还是 自己 去 电影院 看 的 。 强塞 ಥ _ ಥ 自己 。,1,2021-01-16 16:04:11,128,1
送你一朵小红花,那年大火AlexJ,这 这 这 ， 这 都 是 啥 。 强塞 了 一口 屎 💩 ， 这 不是 最 难受 的 ， 最 难受 的 是 还是 自己 去 电影院 看 的 。 对不起 ಥ _ ಥ 自己 。,1,2021-01-16 16:04:11,128,1
送你一朵小红花,那年大火AlexJ,这 这 这 ， 这 都 是 啥 。 强塞 了 简而言之 一口 屎 💩 ， 这 不是 最 恶心 的 ， 最 恶心 的 是 还是 自己 去 电影院 看 的 。 对不起 ಥ _ ಥ 自己 。,1,2021-01-16 16:04:11,128,1
送你一朵小红花,那年大火AlexJ,这 这 这 ， 这 都 是 啥 。 强塞 了 一口 屎 💩 ， 这 不是 最 恶心 的 ， 最 恶心 的 是 还是 自己 去 电影院 看 的 。 对不起 ಥ _ ಥ 自己 。,1,2021-01-16 16:04:11,128,1
一周的朋友,辛夷,高考 之前 不准 恋爱,3,2022-06-18 16:38:00,378,1
一周的朋友,辛夷,高考 之前 不得 恋爱,3,2022-06-18 16:38:00,378,1
一周的朋友,辛夷,高考 小升初 之前 不准 恋爱,3,2022-06-18 16:38:00,378,1
一周的朋友,辛夷,高考 之前 不准 恋爱,3,2022-06-18 16:38:00,378,1
独行月球,节能少年胡小米,《 填补 了 中国 该 类型片 的 空白 奥梅利 》,1,2022-08-20 17:17:51,25,1
独行月球,节能少年胡小米,《 填补 了 中国 该 类型片 的 》,1,2022-08-20 17:17:51,25,1
独行月球,节能少年胡小米,《 填补 了 的 该 类型片 中国 空白 》,1,2022-08-20 17:17:51,25,1
独行月球,节能少年胡小米,《 填补 了 中国 该 类型片 的 空白 》,1,2022-08-20 17:17:51,25,1
送你一朵小红花,张洋_Allen,什么 夺 玩意,1,2021-01-01 11:41:43,83,1
送你一朵小红花,张洋_Allen,什么 破,1,2021-01-01 11:41:43,83,1
送你一朵小红花,张洋_Allen,破 什么 玩意,1,2021-01-01 11:41:43,83,1
送你一朵小红花,张洋_Allen,什么 破 玩意,1,2021-01-01 11:41:43,83,1
花木兰,｡,心疼 难受 我菲,5,2020-09-04 20:55:45,13,1
花木兰,｡,心疼 我菲,5,2020-09-04 20:55:45,13,1
花木兰,｡,我菲 心疼,5,2020-09-04 20:55:45,13,1
花木兰,｡,心疼 我菲,5,2020-09-04 20:55:45,13,1
送你一朵小红花,谁知黑择明,送 你 小红花 一朵,5,2021-04-04 02:01:12,247,1
送你一朵小红花,谁知黑择明,送 你 一朵 小红花,5,2021-04-04 02:01:12,247,1
送你一朵小红花,谁知黑择明,送 你 一朵 小红花,5,2021-04-04 02:01:12,247,1
送你一朵小红花,谁知黑择明,送 你 一朵 小红花,5,2021-04-04 02:01:12,247,1
花木兰,开花的刺,大波浪 卷 ... 巩俐 戏份 一 开始 就 料到 ... 无意 看 了 字幕 才 发现 皇帝 是 李连杰 演 君王 的 ....,4,2020-09-04 19:08:52,244,1
花木兰,开花的刺,大波浪 是 ... 巩俐 戏份 一 开始 就 料到 ... 无意 看 了 字幕 才 发现 皇帝 卷 李连杰 演 的 ....,4,2020-09-04 19:08:52,244,1
花木兰,开花的刺,大波浪 卷 ... 巩俐 戏份 一 开始 就 料到 ... 无意 看 了 字幕 才 发现 皇帝 是 李连杰 演 的 ....,4,2020-09-04 19:08:52,244,1
花木兰,开花的刺,大波浪 卷 ... 巩俐 戏份 一 开始 就 料到 ... 无意 看 了 字幕 才 发现 皇帝 是 李连杰 演 的 ....,4,2020-09-04 19:08:52,244,1
送你一朵小红花,我不是我没有,披着 抗癌 的 皮 讲 爱情 跟 周 冬雨 比 了 跟 周 冬雨 差远了,3,2020-12-31 21:24:58,120,1
送你一朵小红花,我不是我没有,披着 抗癌 的 皮 讲 爱情 刘浩存别 跟 周 冬雨 比 跟 了 周 冬雨 差远了,3,2020-12-31 21:24:58,120,1
送你一朵小红花,我不是我没有,披着 抗癌 的 皮 讲 爱情 刘浩存别 跟 周 诗韵 比 了 跟 周 诗韵 差远了,3,2020-12-31 21:24:58,120,1
送你一朵小红花,我不是我没有,披着 抗癌 的 皮 讲 爱情   刘浩存别 跟 周 冬雨 比 了   跟 周 冬雨 差远了,3,2020-12-31 21:24:58,120,1
花木兰,叉烧包江湖骗子,海报 已经 够 难看 ， 不 知道 会 给 我 什么 惊喜 。,1,2020-09-05 01:38:30,71,1
花木兰,叉烧包江湖骗子,海报 已经 够 难看 了 什么 不 知道 正片 会 给 我 ， 惊喜 。,1,2020-09-05 01:38:30,71,1
花木兰,叉烧包江湖骗子,海报 已经 够 憋屈 了 ， 不 知道 正片 会 给 我 什么 惊喜 。,1,2020-09-05 01:38:30,71,1
花木兰,叉烧包江湖骗子,海报 已经 够 难看 了 ， 不 知道 正片 会 给 我 什么 惊喜 。,1,2020-09-05 01:38:30,71,1
花木兰,momokiyo,用 朋友 的 D + 账号 看 完了 ， 第一 ， 我 肯定 会 去 电影院 支持 的 ， 国内 能 去 电影院 看 这个 电影 上才 真的 是 福气 呀 ， 太 适合 院线 但因其 了 。 第二 ， 刘亦菲 演 的 真的 太棒了 ， 在 里面 帅呆了 ， 酷毙了 。 第三 ， 完全 合格 的 合家欢 公主 加之 片 ， 绝对 是 称 迪士尼 真人 翻 拍片 的 上 称 之作 。 第四 ， 瑕不掩瑜 ， 刘亦菲 的 演技 加上 迪士尼 超强 的 技术水平 ， 你 值得 拥有 。,5,2020-09-05 06:53:07,297,1
花木兰,momokiyo,用 朋友 的 + 账号 完了 ， 第一 ， 我 肯定 会 去 电影院 支持 的 ， 国内 能 去 电影院 看 这个 真的 是 福气 呀 ， 太 适合 院线 了 第二 ， 刘亦菲 演 的 真的 太棒了 ， 在 里面 帅呆了 ， 酷毙了 第三 ， 完全 合格 的 合家欢 公主 片 ， 绝对 是 迪士尼 真人 拍片 上 称 之作 。 第四 ， 瑕不掩瑜 ， 刘亦菲 的 加上 迪士尼 超强 技术水平 ， 你 值得 拥有 。,5,2020-09-05 06:53:07,297,1
花木兰,momokiyo,用 朋友 的 D + 账号 看 完了 ， 福气 ， 我 的 会 去 电影院 支持 肯定 ， 国内 能 去 合家欢 看 这个 电影 真的 是 第一 刘亦菲 ， 太 适合 院线 了 。 第二 ， 呀 演 的 真的 太棒了 ， 在 里面 帅呆了 ， 酷毙了 。 第三 ， 完全 合格 的 电影院 公主 片 ， 绝对 是 迪士尼 真人 翻 拍片 的 上 称 之作 。 第四 ， 瑕不掩瑜 ， 刘亦菲 的 演技 加上 迪士尼 超强 的 技术水平 ， 你 值得 拥有 。,5,2020-09-05 06:53:07,297,1
花木兰,momokiyo,用 朋友 的 D + 账号 看 完了 ， 第一 ， 我 肯定 会 去 电影院 支持 的 ， 国内 能 去 电影院 看 这个 电影 真的 是 福气 呀 ， 太 适合 院线 了 。 第二 ， 刘亦菲 演 的 真的 太棒了 ， 在 里面 帅呆了 ， 酷毙了 。 第三 ， 完全 合格 的 合家欢 公主 片 ， 绝对 是 迪士尼 真人 翻 拍片 的 上 称 之作 。 第四 ， 瑕不掩瑜 ， 刘亦菲 的 演技 加上 迪士尼 超强 的 技术水平 ， 你 值得 拥有 。,5,2020-09-05 06:53:07,297,1
一周的朋友,拉赫玛尼诺妇,💩 麦 啊 ， 挑挑 剧本 吧 ， OK ?,1,2022-08-08 23:06:44,0,1
一周的朋友,拉赫玛尼诺妇,💩 哦 麦 啊 ， 挑挑 剧本 吧 ， OK ?,1,2022-08-08 23:06:44,0,1
一周的朋友,拉赫玛尼诺妇,💩 麦 啊 ， 挑挑 剧本 吧 ， OK ?,1,2022-08-08 23:06:44,0,1
一周的朋友,拉赫玛尼诺妇,💩   麦 啊 ， 挑挑 剧本 吧 ， OK ?,1,2022-08-08 23:06:44,0,1
一周的朋友,大阿,和 小 郑 一起 看 的 ， 是 比 预期 好 很多 的 影片 。,4,2022-06-20 12:59:25,5,1
一周的朋友,大阿,和 小 郑 一起 看 的 ， 是 比 并肩 预期 好 很多 的 电影 。,4,2022-06-20 12:59:25,5,1
一周的朋友,大阿,和 小 郑 一起 看 的 ， 是 比 预期 好 很多 的 电影 。,4,2022-06-20 12:59:25,5,1
一周的朋友,大阿,和 小 郑 一起 看 的 ， 是 比 预期 好 很多 的 电影 。,4,2022-06-20 12:59:25,5,1
一点就到家,rovaniemi,尹 昉 小哥 ！ ！ ！ 我 可以 ！ ！,5,2020-10-04 23:04:48,0,1
一点就到家,rovaniemi,尹 昉 石娥 ！ ！ ！ 我 可以 ！ ！ ！,5,2020-10-04 23:04:48,0,1
一点就到家,rovaniemi,尹 昉 小哥 可以 ！ ！ 我 ！ ！ ！ ！,5,2020-10-04 23:04:48,0,1
一点就到家,rovaniemi,尹 昉 小哥 ！ ！ ！ 我 可以 ！ ！ ！,5,2020-10-04 23:04:48,0,1
一周的朋友,秀蝈蝈,讨厌 赵今 麦 哎,5,2022-08-21 03:01:07,0,1
一周的朋友,秀蝈蝈,喜欢 赵今 麦 哎,5,2022-08-21 03:01:07,0,1
一周的朋友,秀蝈蝈,喜欢 赵今 嘿嘿 麦 哎,5,2022-08-21 03:01:07,0,1
一周的朋友,秀蝈蝈,喜欢 赵今 麦 哎,5,2022-08-21 03:01:07,0,1
独行月球,张张,黄子 韬 一摘 假发 我 喷 了 ， 哈哈哈 哈哈哈 ， 谐星 往 以后 发展 吧 ， 感觉 贼 有 前途,5,2022-07-29 11:59:33,877,1
独行月球,张张,黄子 韬 一摘 假发 我 喷 ， 哈哈哈 哈哈哈 ， 以后 往 谐星 发展 吧 ， 感觉 贼 有 前途,5,2022-07-29 11:59:33,877,1
独行月球,张张,黄子 韬 一摘 假发 我 喷 了 ， 哈哈哈 哈哈哈 ， 以后 往 谐星 发展 吧 ， 感觉 贼人 有 前途,5,2022-07-29 11:59:33,877,1
独行月球,张张,黄子 韬 一摘 假发 我 喷 了 ， 哈哈哈 哈哈哈 ， 以后 往 谐星 发展 吧 ， 感觉 贼 有 前途 	,5,2022-07-29 11:59:33,877,1
唐人街探案3,不文艺的青年,了 ， 不会 有 下次 了 ， 坑钱 玩意 ！,1,2021-02-12 18:42:50,182,1
唐人街探案3,不文艺的青年,少脉 了 ， 不会 有 下次 了 ， 坑钱 玩意 ！,1,2021-02-12 18:42:50,182,1
唐人街探案3,不文艺的青年,太烂 了 了 不会 有 下次 ， ， 坑钱 玩意 ！,1,2021-02-12 18:42:50,182,1
唐人街探案3,不文艺的青年,太烂 了 ， 不会 有 下次 了 ， 坑钱 玩意 ！,1,2021-02-12 18:42:50,182,1
这个杀手不太冷静,哪吒男,表现 马丽 最近 的 电影 ， 都 为什么 出 一种 超乎寻常 的 疲态 ， 她 咋 了 ？,2,2022-02-07 23:55:07,71,1
这个杀手不太冷静,哪吒男,为什么 马丽 最近 的 电影 ， 虽然 表现 出 一种 超乎寻常 的 疲态 ， 她 咋 了 ？,2,2022-02-07 23:55:07,71,1
这个杀手不太冷静,哪吒男,为什么 马丽 最近 的 电影 ， 都 出 一种 超乎寻常 的 疲态 ， 她 咋 了,2,2022-02-07 23:55:07,71,1
这个杀手不太冷静,哪吒男,为什么 马丽 最近 的 电影 ， 都 表现 出 一种 超乎寻常 的 疲态 ， 她 咋 了 ？,2,2022-02-07 23:55:07,71,1
独行月球,影子袁,一星 ， 不能 太多 了 ， 尬 死 了 ， 就是 大学 晚会 小品 的 水平,1,2022-07-29 11:04:50,679,1
独行月球,影子袁,一星 ， 不能 太多 了 ， 尬 死 了 ， 就是 大学 庆典 小品 的 水平,1,2022-07-29 11:04:50,679,1
独行月球,影子袁,一星 ， 不能 太多 了 ， 尬 死 了 ， 大学 就是 晚会 小品 的 水平,1,2022-07-29 11:04:50,679,1
独行月球,影子袁,一星 ， 不能 太多 了 ， 尬 死 了 ， 就是 大学 晚会 小品 的 水平,1,2022-07-29 11:04:50,679,1
独行月球,饿e咕,独行 月球 6.8 ？ ？ 杨戬 都 有 7 分 ， 什么世道 啊,5,2022-09-06 10:07:59,138,1
独行月球,饿e咕,独行 水星 6.8 ？ ？ 杨戬 都 有 7 分 ， 什么世道 啊,5,2022-09-06 10:07:59,138,1
独行月球,饿e咕,独行 月球 6.8 ？ ？ 分 都 有 7 杨戬 ， 什么世道 啊,5,2022-09-06 10:07:59,138,1
