movie_name,id,short_comment,score,comment_time,votes,Fake
心灵奇旅,Kidulty,工整的命题作文 口碑电影果然契合大众 still美国梦still现实主义still这套机制 规范 等级；我青春期or再小点会偏向写的 看的东西；22铁intp过于相似。不过此时我只想问，如果你也像22 完整经历过类似的一套模式内核，看到这种内容会感到尴尬无措/无奈/本能抗拒/缄默吗。对于所谓的存在危机 人难道只有0次或重复回溯自溺吗，可以超越那个1 创造新的+let it go吗 ？我选move forward，并且不想不会不必多言（另 爵士乐大法好,3,1/1/2021 15:39,2,0
花木兰,#张倾#,和三生三世一样，槽点和评论虽然大多集中在刘亦菲身上，但看完后感觉刘完成度还可以，可以说除了刘亦菲，真的其他的都不值得一看，什么大投资什么中国文化都是屁。国外拍出个这么个烂玩意儿还敢来国内圈钱，不吐唾沫淹死他们都不解气,1,2020-09-05 03:31:13,45,0
独行月球,清水,结尾拉胯，喜剧片就认真搞笑好了，不要搞刻意煽情，更不要搞啥主题升华，前面有多搞笑，后面就有尴尬。,3,2022-07-31 00:21:34,133,0
唐人街探案3,溪锡,优秀的春节爆米花商业电影。,3,2021-02-12 11:23:17,22,0
心灵奇旅,обломов,死了就是死了，活着才重要，皮克斯是见不得真正的痛苦的，从来跳不出腻歪的世界观,3,1/1/2021 14:10,2,0
一点就到家,mоmο,点映看完了咋不能标记啊……挺好的 比我想象的好很多 故事简单但节奏把握很好 就是太理想了,4,2020-10-04 10:31:26,2,0
盛夏未来,vivip,电影结尾是说男主爱的是同性？导演如果是想做隐晦的同性电影，可是为什么又大势炒作吴磊和张子枫的异性真人cp呢？本来以为是可以看到甜甜的青春期爱情片，结果结尾……有种被骗婚的愤怒感，感谢演员们的演译，但是这种愤怒感只能化为1星送给导演，从秘密访客到这部的连续欺骗，这导演的片子我再也不想看了,1,2021-07-30 08:51:50,4656,0
花木兰,男人四十,感觉又被冒犯到，诚心希望你们不要再摸中国的故事了，这个如果在国内票房大卖，就真的欺负我们人傻钱多了,3,2020-09-04 21:01:52,7,0
盛夏未来,死亡禁区96,为什么会有这么多纠结于zyx和cc的吻呢？两个人一起经历了这么多，彼此解开心结，这样的羁绊以后我更倾向于这是一个释怀的吻毕竟真诚地面对自己不才是这部电影的主题吗？,5,2021-08-01 03:17:24,274,0
送你一朵小红花,嘟嘟熊之父,一幅徐徐展开的自画像，无须加诸过多的戏剧注解，更与励志鸡汤无关。易烊千玺再次证明了他对于表演的超群领悟力，他几乎走向“演”的反面，不追求爆发，而是小心翼翼地隐藏，用紧绷的身体和躲闪的眼神靠近一种充满敌意的留恋，那里既有情窦初开的清澈，又有千帆过尽的沧桑。有那么多闪烁其词和言不由衷的时刻，唯独表白是坚定的，因为那一刻，他不再惧怕袒露自我，也不再纠结于得到还是失去。,4,2020-12-31 20:11:34,7898,0
这个杀手不太冷静,颍原真吾,他为什么当杀手，因为他内心孤独。,3,2022-02-06 00:01:41,0,0
一点就到家,princessagatha,还算不错的一部任务电影，把扶贫主题消解成创业梦想，切入点取巧～～人物关系配置类似当年的中国合伙人，片中也有段台词致敬，虽然三个人演技不如合伙人的三个成熟，在这部片里也够用了，彭昱畅>刘昊然≈尹昉～～～整体轻松、愉快，是国庆档中比较独特的一部片,4,2020-10-02 16:53:06,38,0
一点就到家,夏天儿,是庆幸没在电影院看的烂片！！不值得我花钱，烂到不知道说啥，本来以为会很好看，刘昊然演技好差 其他两位电影里也奇奇怪怪，演员到剧情都不好看不好看不好看！！！,1,2020-11-21 13:27:49,2,0
独行月球,卡努杜,救命..完全笑不出来也哭不出来,2,2022-08-04 16:42:26,94,0
花木兰,水仙操,大概是历届皇上最没有排面的一次 反派对决基本照搬加勒比海盗跳梁 性别认同还没立起来反手又是一个孝,3,2020-09-11 20:45:33,3,0
独行月球,鲈鱼饭,这是一部硬科幻迷看得会比较难受的片子，漏洞很多，很不严谨。高潮部分配乐也多少有些吵闹，煽情也觉得差点火候。不过确实算是大制作了，能看出确实用心制作了科幻部分，值得鼓励。,3,2022-08-02 22:24:37,15,0
一周的朋友,某杭,主要来看麦麦的🥰豆瓣评分很低，所以我期望值也很低，总得来说是超过我预期很多的。我预期大概就是一部5.5分左右的片，看完之后让我打分可以打到7.5。一周的朋友动漫我大学的时候看的，有七八年了，比较奇怪现在居然在中国改编成了电影。对原著的改编挺合理，比较不足的就是叙事结构不太好，前期比较好，后期解密的时候有点拖沓，如果后半段编排好一点对整体节奏提升会很大。,4,2022-06-19 17:43:38,7,0
唐人街探案3,Summer酱酱,没有评价的那么不堪！像极了应景的合家欢！还好没有提前上映，坚持到今年春节，大过年的喜庆，观众的宽容度普遍高一些！剧情太简单，开场没多久就猜到死路上。能这分数已经难得。唐仁油腻太脏极度不适，殴打医护罪加一等。全剧好像就记住了张子枫妹妹的诡异笑容！德华还是帅的！Q有点low，好在不是一个人。,3,2021-02-17 21:57:51,37,0
盛夏未来,朱古力,这个项目的企划应该试图把各方人马都一网打尽，结果被剧透反噬。导演片段时而大胆有贡献，时而刻意而盲目，之前类型最精准的导演这次类型失衡，但片段对媒介的使用又有贡献，如果是陈可辛在就好了。张子枫一如既往稳，吴磊还不够,3,2021-08-07 22:28:49,1,0
一点就到家,seamouse,这才是正儿八经的《我和我的家乡》，虽然那五个小品品质也都不错，但《一点就到家》才是个完整的有立体人物弧光、情节曲折发展、观点清晰表达的故事。尤其谭卓作为星雀代表，到景迈山谈收购一场，将国际化与本土矛盾、创业中注定会出问题的友谊，都一并爆发出来，某种程度上，成为影片最重要的题旨。紧跟时代的笑点比比皆是，结尾还来个对移动互联摧毁乡村距离的风趣思考。当然，做长片的劣势也明显存在，丰收段落彻底成了山人乐队MV，情绪转折没想好就用岩石和地铁的移觉凑数。,4,2020-10-04 11:28:45,73,0
送你一朵小红花,乍暖,有抚慰人心的力量，尤其放在20与21的交接点。易烊千玺演技太好了，颤抖的手指和蜷缩的身体，细节动人。笑点密度和设置明显增强了也聪明了。彩蛋还蛮多的，韩延要自成宇宙了。男女主角的互动让我想到了《怦然心动》，深夜在动物园边听声音真浪漫啊～（扇完巴掌后父亲的道歉我忍不住哭了，将自己整个人带入了角色，我希望我的父亲能那样，但没有机会了。）,4,2020-12-31 21:18:13,126,0
独行月球,司马良木,有句台词藏成功了：任何时候，都不该随便牺牲一个人。,3,2022-08-12 12:53:33,16,0
一点就到家,为虾米呀,惊喜加1星，完全没有想到在国庆档期竟然藏着这样一个“宝藏”电影，从上映首日的口碑来看，黑马势头强劲，评分应该是同期几部里最高的。三个年轻演员的表现非常惊艳，将治愈温情、励志热血、故土情怀等等元素演绎得得非常到位，影片的欢乐基调符合国庆档且老少皆宜。融入的各种情感牵绊也能引发共鸣，这点着实难得，影片的剪辑（导演貌似剪辑出生）犀利，视觉呈现上一爽到底，还有点日系动漫风。,5,2020-10-04 19:25:09,19,0
盛夏未来,momo,一开始以为就是普通的青春爱情片，是我肤浅了，没想到吴磊演译的这么好，很自然，那种少年的孤独感特别有共鸣，想到了自己年少时候，都有青春的遗憾和成长，希望大家都可以勇敢,5,2021-07-30 01:02:54,646,0
一周的朋友,summer°葵,比起日版这个原版来讲，少了一份纯粹，多了一份国产青春片的特产：曲折狗血。但是演员班底是真的不错，get到了林一的帅气，沈月的元气，赵今麦的去掉稚气的从容……PS：挺喜欢女主寄宿在小姨家的那个阁楼,3,2022-07-25 23:36:53,0,0
唐人街探案3,暴力沟通,没有人性，也没有审判，有的只是哗众取宠，有的只是赤裸裸的圈钱野心。内容全是套路，肤浅得让我觉得Q组织是一群中二少年。其实我就想知道，那个护士小姐姐是不是还活着～,2,2021-02-13 18:52:45,213,0
盛夏未来,憨大仁,要不是结尾的时候隐喻了郑宇星的性取向，这个电影真是毫无亮点,3,2021-08-01 17:11:53,1,0
一周的朋友,呆毛病原体,真的挺好看的，虽然说结局的反转有点仓促，感觉还没结束但是已经结束，以短暂性失忆为主线引出了一层又一层事件，友情的真挚也逐一展现，也不像传统的青春爱情片，全片以友情切入辅助以爱情，这点恰到好处。林一和赵今麦的哭戏真的很有感染力，去看的时候现场观众包括我在内也确实为之动情，还是挺值得观看的一部电影。,5,2022-06-18 20:20:54,5,0
一周的朋友,不羁的風,男树女湘，名字都不能用点心了，上次看到溺水场面还是《我的少女时代》,2,2022-08-07 22:36:07,0,0
盛夏未来,早点睡觉,为什么我们院线电影中的同性恋需要如此隐晦地去表达，隐晦得刻意，没有脸，照片只有一角，用“她”代替“他”。送你一朵小红花，缉魂......13年的北京遇上西雅图还能大大方方拍女同性恋。“现在是92年不是29年”；现在是21年还不如92年。这也删那也删不合理的审查制度才最该删。电影本身，除了美术和摄影可以称得上是一部电影，其余部分就是抖音小短剧，土得要死，台词尴尬，现实中谁这么说话啊。吴磊在大别墅放歌我整个人被尴尬死，悬浮得要命。还有为了让爸妈复合高考故意考砸，真的，好脑瘫的剧情，离婚有什么大不了的。,2,2021-07-30 13:43:28,74,0
一周的朋友,平湘独静,情节老套到不想说啥，每个场景都能想到后面怎么发展,1,2022-06-26 23:02:31,5,0
一点就到家,喜悦之地,除了结尾部分过于浮夸，全片节奏真不错，观感极佳。彭彭和刘昊然的对手戏真是很有火花，希望还能看到合作,4,2020-11-14 13:40:46,0,0
一点就到家,大聪,《一点就到家》居然意外还不错！三人组合在搭配乡村创业造型，给人一种土Q土Q的感觉，影片节奏轻快活跃，剪辑点抓得到位，笑点新鲜不老套，有笑点新梗当然也有让人共鸣的地方。影片是很能鼓励人的！世事难预料，现实遭蹉跎，不过电影给了大家一个非常圆满的结局，让人看完又重拾了相信梦想的信心，想做一件事，就要先相信那件事。远方很远，我们到得了。不得不说导演徐宏宇真是未来可期呀，太懂年轻观众了，再加上三位主演生动活力的演技组合，都无形中提升了这部简单故事的视听品质，国庆黑马，值得推荐！,4,2020-10-05 10:43:27,18,0
送你一朵小红花,大D少女钟阿kie,21年的第一部电影 周围坐满了易洋千玺的粉丝 朋友在我的旁边嘤嘤哭泣 我却像个冷血怪物一样甚感无聊 一定是我有问题 ,3,2021-01-01 00:49:54,19,0
盛夏未来,Trash,男女主角表现及格，郝蕾我好爱你啊。另外，海南水果王居然不是东北人？,2,2021-10-28 12:09:16,1,0
这个杀手不太冷静,少年夏不安,这电影适合在b站配合弹幕食用。,3,2022-05-19 23:44:44,0,0
花木兰,申由己,就剧情来讲，完全不及格，即便是改编，剧情上也长点心吧，既然巩俐的女巫那么厉害，一个人都能把皇帝逮住，还要其他人干嘛呢。台词也真是尴尬，完全是美国人那一套，怎么连“气”都出来了，迪士尼以为在拍《功夫木兰》么？给它及格，外景占很大部分，真好看，刘亦菲的这个花木兰装扮也不错。不建议看，非常一般！,3,2020-09-06 15:55:56,2,0
心灵奇旅,子夜,和《神奇女侠1984》有着近似的内核。感觉时代萧条了，才会出现这种内涵有嫌凄凉的劝谕。“请放弃你的愿望。”“没有更多的可以给你了，请珍惜身边的一切，耗子尾汁。”,3,4/1/2021 14:47,2,0
一周的朋友,不是你的温度,没有《悲伤逆流成河》好哭剧情有点狗血，反转再反转但是很喜欢林一的颜，青春校园男主记得当时看抖音宣传的时候，真的很那个阳光，那个教室，简直和我第一次看到nwj是一样的感觉，喜欢的人真的会发光，可惜青春就是青春，再也回不去。（tips：借助阳光很容易让你有种遇到青春偶像剧里的男主的感觉，hhhhh经验）,3,2022-08-24 14:00:21,0,0
独行月球,返三,感受到了沈腾对马丽浓浓的爱,3,2022-08-11 16:20:18,7,0
独行月球,感性的哥格兰,聪明之处就在于用喜剧的标签让观众迅速的建立信念感，不去细究故事的合理性。而各种细节特效又做到了让观众觉得挺硬核的。沈腾是个有个人魅力的演员，佩服。,4,2022-08-12 14:30:14,31,0
心灵奇旅,巴伐利亞酒神,有套路，也有一些反套路：比如在人物设定上，走审丑路线，故意给每个角色一张肥嘟嘟的脸，你敢歧视胖子，那就让每个人都变成你讨厌的样子。再比如一般这种电影里的主角，要么疯狂开挂要么奇妙冒险，但本片男主摔了一跤就死了。是的，死有时候就是这样简单且没有道理。人生是一场漫长的旅途，该怎样才能笑着走到终点呢？如果你时常找不到北，或者欲望缠身，记得来看这部电影，答案也许就在其中。,4,16/12/2020 18:33,67,0
这个杀手不太冷静,线线,09年的我还是太年轻，竟然因为没看懂魔幻时刻的片头就没看下去，不然今天也不用浪费时间看翻拍了。给四星是因为男主演技不错。,4,2022-02-07 21:10:22,0,0
送你一朵小红花,豆瓣管理員,这么好的片子感觉评分低了些看到一些说套路啥的搞不懂这些人的想法看到了心酸 欢喜 积极也看到了无助健康真好珍惜身边人,5,2021-03-05 20:09:57,104,0
盛夏未来,椰桃啵啵O泡水,本片又名《装作白莲花的我暗恋两年的男生在外做0》,1,2021-08-01 23:29:31,322,0
独行月球,遥控小啤酒,事情是这样的，男生约我看电影，看完他说很好看，吃饭时还说西虹市首富也很好看，随后暗示着和我表白，本渣女想了想决定不渣这位哥们了,2,2022-08-03 01:04:33,127,0
盛夏未来,陈铁树🇨🇳,和ming是男是女 宣传诈不诈骗没关系 我本人最大的雷点就是 所有写出故意把高考考砸或者不去考这种剧情的编剧都是制杖 ,2,2021-08-02 10:21:08,64,0
送你一朵小红花,渡渡,tcl！太悬浮了 煎熬,3,2020-12-31 21:03:53,26,0
唐人街探案3,波波波菜,"对陈思诚王宝强有偏见，对昊然又偏爱，真不知道怎么打分呢
客观地说，有些片段过于闹（闹到不知道在干嘛），有些桥段过于俗（俗到让人梦回东北二人转），不过作为春节档看个热闹，可能也不该太严苛
还有一个很大的感受：大杂烩。强行插入广告（看到日本护士吃汤达人我立马出戏），强行安插演员，强行展示各类元素",3,2021-02-13 01:37:59,32,0
唐人街探案3,_Extra_ONE,no 真的不行 冲着昊然弟弟和宝强同志的系列组合打及格 小林酱妈妈的故事真的体现了导演深深的直男癌情怀 女人为了给孩子吃饭就是出卖肉体 这种桥段演了一万年了tm不腻吗 笑贫不笑娼 你就是真的去卖 你能不能给估算下自己的价值和生活需求 就为一碗面 吃了这顿就没下顿 导演就觉得女性是这么低智商的存在,3,2021-02-14 22:23:06,192,0
这个杀手不太冷静,黑夜利亚,就是图开心,4,2022-05-16 12:54:52,4,0
唐人街探案3,Maria,第三部《唐人街探案》解了一、二的坑，同时又开挖了新坑，很期待后续的剧情。唐仁和秦风的组合，也看出了导演对于唐探宇宙扩充的野心，我觉得，唐探充满了无限可能。,5,2021-02-13 22:02:39,3,0
唐人街探案3,s,和平精英一出来我人都傻了,4,2021-02-12 10:36:09,49,0
送你一朵小红花,😯😘😘,我实在受不了四字弟弟的演技了，我以为少年的你是开始，没想到是巅峰。这种打着骗眼泪的癌症片硬生生拍成了爱情片，我带着孩子都不好意思给孩子看，孩子才七岁很喜欢弟弟，唉,1,2020-12-31 21:21:10,137,0
一周的朋友,Faye,年轻真好啊,3,2022-08-14 11:05:04,0,0
一点就到家,寒枝雀静,Ｄ / 剪辑思路依然超群，包括局部的灵巧碎片编织，也包括有些重要情节点的时序转换。但是，按照高配版《我和我的家乡》（除了宁浩）的模式确实注定拍不好这个题材。《喜欢你》还是在相对裁剪了较多社会语境的前提下专注于二人情感的刻画，由此不疾不徐地引出阶级与品味区隔的暧昧关系。但《一点》则不得不过快过急地涉足更多复杂得多的经济发展甚至地缘政治论题，一个个抛出却又只能全数塞回那个欣欣然的框架中。或者换个角度看，在明快清新的气氛之下，它展现出了比《夺冠》高超得多的意识形态和稀泥技能（狗头）。然而到头来，依然只有那句“在北京你留不下一个脚印”显得格外真实。,3,2020-10-05 10:30:59,30,0
送你一朵小红花,一然杂谈,#送你一朵小红花我赌30亿+谁会不喜欢马小远这样的姑娘呢？谁又会不羡慕这样有爱的家庭？坚强乐观的家长？谁又会不肯定易烊千玺的实力和努力？这是一部有爱的影片，看过后真的会有一种送给别人一个温暖的抱抱的冲动……感谢坐在我旁边的姐姐送个我的面巾纸，我的口罩哭到已经不能用了[流泪],5,2020-12-31 20:22:48,724,0
心灵奇旅,肖浑,用这么花里胡哨的方式讲了个这么陈腔滥调的道理……问题是第一次注意到阳光穿过树梢树叶掉落当然会感动，如果天天只能面对这些看了成千上万次生活一直重复，还能心动如初继续支撑自己吗？,3,29/3/2021 17:33,29,0
独行月球,明安,月球上的袋鼠雪橇很酷，其余的感觉都不太行，一是实在是跟《火星救援》太像了，二是煽情的部分毫无 build up，感觉很尴尬，我挠了下额头，旁边的小朋友惊呼道：不是吧？这你也哭？,3,2022-07-29 18:32:48,57,0
独行月球,豆瓣路人己,第一部可以用喜欢来形容的开心麻花作品，也是第一次在电影院被开心麻花的作品逗笑。挺好的，开麻或许意识到自己之前的问题在哪里，有在努力改变。但节奏反而有些退步了，不然可以4星。而且当Coldplay的歌出来的时候，一丝丝演唱会的冲动，电影院的仪式感同时补齐了。#3.5,3,2022-07-28 18:32:50,7,0
送你一朵小红花,别枝惊鹊,带够纸巾带够纸巾带够纸巾！！！以及小岳岳的角色是个LGBT这一点非常值得好评！,4,2020-12-31 20:07:28,122,0
一点就到家,灃湮。紀。南城,挺欢快的电影，配乐很不错，云南真有远山森林的味道，三个人都很喜欢，还挺有火花的。电商不仅得把东西送进来，还必须把东西送出去，作为曾经的农村电商扶贫从业者，看这电影更有感觉了，挺有共鸣的！,4,2020-09-29 23:48:12,91,0
心灵奇旅,大口吃肉🥩,joe完成演出后的剧情，节奏和情绪渲染都很拉胯，直接拉低整个片子的水平。设定还是很有趣的。可能是主创男的太多，多少带些爹味儿。,2,2/1/2021 20:47,1,0
花木兰,sleepwalking,1.刘亦菲真的美惨了啊啊啊 2.巩皇跟皇位太配了 3.反派是个纸老虎吧hin失望 4.我想磕的CP没磕过瘾啊啊啊 5.刘亦菲真的美惨了啊啊啊… … ,4,2020-09-04 21:27:58,481,0
这个杀手不太冷静,저 여기 있어,搞笑之余也会去思考小人物的生活 歪打误着的人生也是人生,4,2022-04-04 17:30:36,4,0
这个杀手不太冷静,So Magic,处处透着外行的廉价。如果男主角真的是一个沉浸式的演员，是不会因为枪太重而把它从箱子里拿出来，说后期做特效这种话的，也不会忘了所有的戏都是one take，这个人设根本没立住。,2,2022-05-02 21:02:18,1,0
心灵奇旅,巴乌,这碗虚无的美式鸡汤真的喝不下去…人生有轻松快乐，但大部分时间确实很难。只倚在门口看风景，不把自己变牛逼的人生没有意义。,2,2/1/2021 3:02,19,0
这个杀手不太冷静,本味何知,《你逃我也逃》的闹剧路子，但对主角而言基本变成了出悲剧。丞相非在梦中君乃在梦中耳的设定原本有机会比《你逃我也逃》深刻，可惜剧本太糙，逻辑没理顺，偏又还要强行煽情。,3,2022-04-04 23:59:07,3,0
一点就到家,古城风林,几个并不太适合演喜剧的演员强行喜剧化，好多尴尬、无厘头镜头和画面，硬撑着看完，剧情也老套。,2,2020-11-29 13:05:34,1,0
心灵奇旅,冰镇西瓜橘子水,你不必成为有用的人 也不用成为他人眼中期盼的人 你只要成为自己想成为的人就行了（又为自己的咸鱼找到了借口 emmm）,3,26/12/2020 19:48,6,0
花木兰,Burgundy red,我的好评打给绝美刘亦菲和巩俐女神！承包全场气场担当！故事也就还可以，反正西方人拍中国文化总不能要求得太认真，木兰就是坠吊的！,3,2020-09-04 20:35:36,10,0
送你一朵小红花,沈时安,“没发光的路灯想冬眠。”,4,2020-12-31 19:54:36,8742,0
盛夏未来,早间百香果,看了圈友邻的评价想问，内地真的这么缺平均水平的青春片吗？不过对暗恋/性取向的探索是到位的，郑宇星就像轨道上的天体绕着陈辰，稳定接近，却游离，两人的表演展示出了这种微妙的状态，特别是张子枫，已经不像在表演了。,3,2021-08-01 22:26:01,12,0
一周的朋友,Panda的影音,观看2022年电影《头七》的时候发现2009年也有一部同名电影，观看2022年电影《一周的朋友》的时候得知了2014年同名动画剧集与2017年同名日本电影的存在，观看2022年《你是我的春天》的时候注意到2021年同名韩剧。,2,2022-08-14 22:49:41,1,0
送你一朵小红花,贝卡,铺天盖地的宣传也改变不了是部烂片，抗癌片变成青春爱情片。一星是给几个老演员的，其他是真的差劲……,1,2021-01-01 10:42:17,72,0
这个杀手不太冷静,发条橙,开心麻花正常发挥。,2,2022-02-04 23:38:33,14,0
一周的朋友,木樨,男女主很养眼，剧情不错，没有狗血的青春剧情,4,2022-06-19 17:58:36,2,0
一周的朋友,awesomeskr,没有说的那么差吧，还好呀。林一真的越来越帅了，麦麦好漂亮。整体剧情还不错。,4,2022-08-07 15:25:57,0,0
送你一朵小红花,豆友63349377,真的这么冷的天气，一起跨年就挺好的，你非要说“没事一起去看看××电影吧”这电影的排片最高了， 这大概是几年来我俩第二次看通宵电影吧，记得上一次还是几年前，我们看的是陈凯歌导演的，浩然的白鹤少年好惊艳，今天，我俩一开始还挺认真，现在我有些尴尬和无聊，你都打瞌睡了……一转眼，我们都过了煽情不能轻易打动的年龄，一旦灌鸡汤来了就觉得有点难受，我们还是适合拆弹专家那样热闹的电影吧，这个作为跨年电影选择期待过大失望越多。,1,2021-01-01 02:48:16,214,0
一周的朋友,一张废纸,近几年在电影院看过最烂的烂片没有之一，中途实在看不下去离场了，浪费我四十块钱，完全被田馥甄的歌骗来的呕,1,2022-06-25 22:50:50,4,0
心灵奇旅,,执念的本质是执，我们喜欢的就叫执着，我们不喜欢的就叫执迷。,4,26/12/2020 17:45,26,0
一点就到家,发条橙,二刷。可爱的，有趣的，生动的，节奏特别舒服！万万没想到今年的国庆档最佳竟然是这一部。,3,2020-10-04 23:04:11,2,0
唐人街探案3,思路乐,【D】在电影院头一次如此想拿刀砍人，陈思诚，你做到了。第三部究竟烂到什么地步了呢？连王宝强的表演风格都被衬托得不再那么恶心了。更烂的是什么？是那份无止境插入广告的心；是那份毫无遮掩的低俗喧闹；是编剧们胡搞瞎搞还故作深沉的态度。以及，我这辈子花的最不值的IMAX票钱。干你马陈思诚，IMAX摄影机是让你这么用的？一开场那个长镜头就几乎让我崩溃，我是没见过有人敢把播放速率调的这么离谱。至于结尾，敢情宁拿IMAX就是为了拍烟花？还整了个世界大同的配乐？也别说什么MV了，至少MV的歌曲与画面好歹是搭调的。真想把陈思诚驱逐出中国电影圈哇,1,2021-02-12 11:52:12,3722,0
独行月球,嘎嘎嘎鸭子,或许我的笑点有些高了吧，让我笑出声的唯一一处就是电影开场的短短几分钟，之后就是非常平静地看完了全程，谐音梗，莫名其妙的包袱，没有必要的地球指挥部，看一半就能猜出的结局煽情，莫名其妙的感情线就像袋鼠一样生硬的让我尴尬发麻，哎，现在想看一部纯粹的喜剧好难,3,2022-07-29 12:56:38,196,0
盛夏未来,一块面包,我竟然该死的喜欢，全程代入的死死的。我们最会的就是自己骗自己，面对别人的故事头头是道头脑清醒，面对自己的狼狈百般遮挡，就算心里明镜一般，也要给ta喝自己找个借口。接受喜欢的人不喜欢你的事实吧，笨蛋！,4,2021-08-02 02:00:25,43,0
花木兰,樱,我感觉这部电影不错,5,2020-09-14 07:22:17,6,0
花木兰,Butter Beer,神仙姐姐多了分英气之后更美了！所以三分都献给神仙姐姐。。剧情无力吐槽…一个个都徒手接箭真的把我尬住了；巫师挂得莫名其妙；花木兰住土楼？功夫看多了吧！凤凰其实就是个纸风筝对吧？以及最大的疑惑，气是个什么玩意？！。。按照动画版老实翻拍不香么？。。还有，迪士尼你连巫师都整出来了，就不能对额黄妆做一点符合现代审美的修饰么🙃,3,2020-09-05 13:30:28,5,0
心灵奇旅,芜城,我的天，这个动画好可怕，这个分数更是离谱。想象力跑偏与扑面而来的保守主义令我窒息。可以理解导演想呈现抽象维度的生死之间，但这空间美术能比天线宝宝更有想象力？当看到有一群人上人在做生前基因编辑，我就几乎翻了从头到尾的白眼。,2,4/1/2021 18:13,14,0
独行月球,Peter Cat,仍舊在段子集（小品）和解決任務（類型片）之間搖擺，如果懸置腦子，不去質疑為什麼可以無死角現場直播而無法通訊這樣弱智設定，也就是說，不當科幻只當喜劇來看，那姑且算是挺有特色，相當克制（沒有淪為鬧劇）且工業審美合格的商業片。但以我看，依然覺得不值票錢和時間。@中影CFR望京,3,2022-08-28 16:12:07,7,0
这个杀手不太冷静,mussessein,1.真的好看2.不是三俗喜剧 大多数笑点是基于戏剧结构产生的 因此好笑之余更有泪点3.戏里戏外的魏翔形成了互文 为他证明了自己而开心4.马丽当之无愧国内喜剧女演员天花板 祝愿她有天也能接到像“魏成功”这样能过足戏瘾的角色,4,2022-02-01 17:33:02,508,0
心灵奇旅,让阿珍听电话,大概是我太压抑了，试图在电影里躲一百分钟，但是失败了,3,26/12/2020 8:56,7,0
花木兰,木石子,其实，这部电影给迪士尼上了两课。一是动画电影和真人电影的区别，如果只是简单的复制粘贴完全是东施效颦。二是如何在其他地方与中国内地找到一个平衡点，以《花木兰》为例，有可能老外就很喜欢这样的电影，可内地观众却不买账，之后的《尚气》也面临同样的问题。当然，也有第三种选择，财大气粗的迪士尼根本不在乎内地市场，那就当我啥都没说喽。,3,2020-09-11 03:07:00,5,0
这个杀手不太冷静,Risen,喜剧的内核是悲剧，悲剧的内核是人生；以喜衬悲，话剧性效果极佳,4,2022-04-25 15:48:09,4,0
送你一朵小红花,天上人间,看到两包纸巾都不够擦，笑着笑着就哭了，还幽默的让人心疼，这样的题材，这么好的演员，你们就是一家人，也谢谢你易烊千玺，谢谢你选择做演员，让我们看到不一样的易烊千玺，把每一个角色都演绎的那么真实，你就是韦一航啊！就像小北一样，无人超越！,5,2020-12-31 22:19:52,356,0
唐人街探案3,误痴夏日,如果早知道会出现和平精英五人组，我不会买票的。这电影前后割裂太严重，远不如第一第二部咋说呢，白瞎了我染谷将太,3,2021-02-12 22:49:49,207,0
花木兰,清霄,🤔皇室愣是瞅出了日本天皇的感觉…女巫对花木兰才是真正的惺惺相惜😂…打戏还蛮好看…但是，忍不住悄悄嘀咕一句，古代的男的不都是长头发嘛…怎么披下来就能看出是姑娘了🌚…总结一句，迪士尼嘛，家庭的概念很浓郁的。,3,2020-09-06 00:28:45,2,0
一点就到家,欢乐分裂,3.5；演员非常讨喜（彭昱畅真是太可爱了），拉高不少好感度；节奏明快，笑点与感人点掐得较准，很会结合时事抓热点，用Coffee or Tea指代两代人的观念差异、运营方式/创业眼界的改变。过于明丽高亮的色彩倒也契合类似某种滤镜，将乡村合伙人之路涂抹修饰得如新农村建设宣传片，类型片模式下又一次成功学口号的胜利——可能这才是正确/合适的过节观影打开方式？,3,2020-10-04 19:25:37,27,0
一点就到家,一拳把地球打爆,好难看 感觉不能被称作电影 是完成要求的ppt,2,2020-10-13 12:42:08,12,0
唐人街探案3,随风幻城,思来想去，给了四颗星，一是因为豆瓣没有10分值，但这部片子应该是比5-6分要高的，换言之，我不认为  。二是因为之前《你好，李焕英》给了四星，总体觉得两部电影在同一水准线。三是，也是最关键的一点，是这部片子蕴含的对于人性、制度、哲学方面的思考，值得四星的含义-推荐。唐探系列1-3，每部片头都有一段古代经典，而每一集中似乎都有一个完美犯罪。在第三部给出了端倪：用Q组织及其成员的“完美犯罪”，去惩戒那些滥用各种权力的“完美犯罪”，去实现有些极端的“天下为公”。,4,2021-03-05 16:12:54,17,0
送你一朵小红花,fingersmich,铺天盖地的宣传大部分就说明片子不太行…小红花真算是情节点的堆砌，不深刻。以及漫天飞的空话和口号，从不展现人物的动力。而且……易烊千玺的演技，这是怎么了？这么做作矫情，放不开？舌头绕口？……两个小时太煎熬了。我不太为什么还有女生哭那么久，能看出个一二三吗？这个片子，有什么意义呢……大可不必为了凑数，凑系列来拍啊，千万千万别去消费观众的感情了…………………………,2,2020-12-31 20:39:47,3812,0
心灵奇旅,❄du?,有合理理由怀疑这美国政府和迪士尼联合出品的美国人民洗脑片，就算你的人生很失败，起码你还能活着就已经很好了。（很一般，最后半小时的强行升华也打动不了我,2,2/1/2021 21:08,58,0
